"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2013,2013B,330,300,450,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2013,2013B,250,250,500,2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2013,2013B,225,225,338,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2013,2013B,200,150,225,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2013,2013B,200,200,300,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2013,2013B,100,100,150,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2013,2013B,67,60,66,1.1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,2800,1500,1200,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,1800,300,240,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,1500,700,630,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,1200,900,1080,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,1000,600,540,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,1000,240,240,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,880,600,600,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,800,414,414,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,750,120,96,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,645,314,283,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,600,240,168,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,600,400,320,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,500,400,360,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,450,300,240,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,425,350,385,1.1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,400,100,80,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,400,100,80,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,300,180,144,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,250,200,180,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,200,120,120,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,200,80,80,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,200,100,90,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,200,100,90,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014A,65,40,32,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,2600,2200,2200,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,2000,1000,1000,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,1600,1000,1000,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,1500,300,270,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,1300,800,960,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,800,600,540,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,800,550,495,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,700,380,380,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,600,520,416,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,450,150,135,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,450,375,413,1.1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,400,320,320,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,400,300,300,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,400,360,324,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,380,350,350,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,355,250,250,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,350,300,240,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,300,250,250,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,300,180,162,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,180,120,120,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,180,150,135,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,150,130,156,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,80,50,50,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2014,2014B,60,45,36,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,2500,1000,1000,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,1600,200,200,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,1450,750,525,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,1400,1300,1950,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,1100,600,600,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,875,875,1138,1.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,795,400,364,0.91,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,650,40,28,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,600,100,100,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,560,128,115,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,511,102,71,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,500,100,80,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,450,200,240,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,370,144,115,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,340,90,72,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,339,320,213,0.67,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,315,115,115,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,300,75,60,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,300,150,150,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,300,200,160,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,200,80,40,0.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,150,30,27,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,150,30,24,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015A,100,50,50,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,2200,1200,1200,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,1600,1350,1080,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,1300,800,800,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,1200,200,160,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,1000,500,500,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,750,750,1125,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,681,300,273,0.91,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,600,550,248,0.45,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,600,500,750,1.5,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,350,250,250,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,337,320,213,0.67,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,300,200,200,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,298,24,14,0.6,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,250,200,180,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,250,170,153,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,250,200,200,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,250,200,200,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,200,80,72,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,200,180,180,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,160,40,32,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,160,110,110,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,160,100,90,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,150,150,150,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2015,2015B,30,5,4,0.7,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,1900,1700,1700,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,1800,1600,1920,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,1300,1000,1200,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,1000,840,1512,1.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,870,840,924,1.1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,800,700,700,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,650,530,530,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,580,520,416,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,500,400,400,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,381,350,350,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20517,PAILITAS,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,350,330,330,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,350,320,288,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,350,300,270,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,320,320,213,0.67,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20770,SAN MARTIN,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,300,300,300,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,280,250,300,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,260,150,135,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,205,150,150,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,200,180,144,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,180,130,117,0.9,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,160,90,72,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20060,BOSCONIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,40,30,24,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20710,SAN ALBERTO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,35,34,34,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016A,30,20,20,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20550,PELAYA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,2500,2200,2860,1.3,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20045,BECERRIL,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,1700,1600,1600,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20383,LA GLORIA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,1300,1040,1040,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20621,LA PAZ,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,1200,1000,1000,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20011,AGUACHICA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,1050,1000,1000,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20001,VALLEDUPAR,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,900,850,1020,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20400,LA JAGUA DE IBIRICO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,870,840,840,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20750,SAN DIEGO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,770,700,700,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20032,ASTREA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,550,500,500,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20238,EL COPEY,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,550,520,416,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20443,MANAURE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,402,389,467,1.2,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20570,PUEBLO BELLO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,400,300,240,0.8,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20228,CURUMANI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,381,350,350,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20250,EL PASO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,315,315,209,0.67,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20614,RIO DE ORO,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,300,300,300,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20013,AGUSTIN CODAZZI,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,219,205,205,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20175,CHIMICHAGUA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,180,160,160,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20178,CHIRIGUANA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,168,150,150,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20295,GAMARRA,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,135,113,113,1,GRANO SECO,ZEA MAYS,TRANSITORIO
20,CESAR,20787,TAMALAMEQUE,CEREALES,MAIZ,MAIZ,MAIZ TRADICIONAL,2016,2016B,130,110,110,1,GRANO SECO,ZEA MAYS,TRANSITORIO
